char,dialog,i,a,g,r,d,o,l,h,c
UGLUK,"['pick', 'trail']",,,,,,,,,
ARAGORN,"['strang', 'track']",,,,,,,,,
THEODEN,"['parent', 'buri', 'child']",,,,,,,,,
GANDALF,['saruman'],,,,,,,,,
FRODO,"['led', 'us', 'far', 'sam']",,,,,,,,,
SAM,"['whole', 'half', 'alreadi']",,,,,,,,,
SARUMAN,"['get', 'cur']",,,,,,,,,
BOROMIR,"['citi', 'jewel', 'kingdom', 'place', 'light', 'beauti', 'music', 'shall', 'let', 'armi', 'mordor', 'know', 'never', 'land', 'peopl', 'fall', 'enemi', 'hand', 'citi', 'osgiliath', 'reclaim', 'gondor']",,,,,,,,,
GOLLUM,['waaaah'],,,,,,,,,
GAFFER,['cheer'],,,,,,,,,
EOWYN,"['seventi', 'cannot', '80']",,,,,,,,,
GANDALF,['gone'],,,,,,,,,
FARAMIR,['bodyguard'],,,,,,,,,
SARUMAN,"['withdraw', 'guard', 'tell', 'doom', 'decid', 'held', 'prison']",,,,,,,,,
MADRIL,"['know', 'law', 'countri', 'law', 'father', 'let', 'go', 'life', 'forfeit']",,,,,,,,,
PIPPIN,"['storm', 'come']",,,,,,,,,
GOLLUM,"['yes', 'meant', 'us', 'gollum', 'gollum', 'precious', 'hobbits', 'dead']",,,,,,,,,
BILBO,"['yes', 'yes']",,,,,,,,,
GIMLI,"['tell', 'elf']",,,,,,,,,
EOWYN,"['war', 'lie', 'east', 'cannot', 'leav', 'eve', 'battl', 'cannot', 'abandon', 'men']",,,,,,,,,
THEODEN,"['must', 'ride', 'light', 'swift', 'long', 'road', 'ahead', 'man', 'beast', 'must', 'reach', 'end', 'strength', 'fight']",,,,,,,,,
SAM,"['journey', 'home']",,,,,,,,,
SAM,"['ring', 'take', 'eye', 'seen', 'eat', 'bare', 'sleep', 'taken', 'hold', 'mr', 'frodo', 'fight']",,,,,,,,,
GOLLUM,[],,,,,,,,,
FARAMIR,"['must', 'come']",,,,,,,,,
MADRIL,"['orc', 'lie', 'low', 'garrison', 'may', 'move', 'sent', 'scout', 'cair', 'andro', 'orc', 'attack', 'north', 'warn']",,,,,,,,,
EOWYN,['merri'],,,,,,,,,
GOLLUM,['deagol'],,,,,,,,,
GANDALF,"['fellowship', 'await', 'ringbear']",,,,,,,,,
EOWYN,['realli'],,,,,,,,,
GIMLI,"['get', 'way', 'go', 'kill', 'luckiest', 'canniest', 'reckless', 'man', 'ever', 'knew', 'bless', 'laddi']",,,,,,,,,
TREEBEARD,"['curs', 'elvish', 'entish', 'tongu', 'men', 'treacheri']",,,,,,,,,
FRODO,"['three', 'given', 'elv', 'immort', 'wisest', 'fairest', 'be', 'seven', 'dwarf', 'lord', 'great', 'miner', 'craftsmen', 'mountain', 'hall', 'nine', 'nine', 'ring', 'gift', 'race', 'men', 'els', 'desir', 'power']",,,,,,,,,
FRODO,"['say', 'anoth', 'wayinto', 'mordor']",,,,,,,,,
FRODO,"['call', 'sam', 'eye', 'almost']",,,,,,,,,
MERRY,"['mmmm', 'green', 'dragon']",,,,,,,,,
FRODO,"['someth', 'happen', 'boromir', 'would', 'tell', 'us']",,,,,,,,,
GANDALF,"['secret', 'safe']",,,,,,,,,
LEGOLAS,"['mistook', 'saruman']",,,,,,,,,
FRODO,"['set', 'rivendel', 'seven', 'companion', 'one', 'lost', 'moria', 'two', 'kin', 'dwarf', 'also', 'elf', 'two', 'men', 'aragorn', 'son', 'arathorn', 'boromir', 'gondor']",,,,,,,,,
GANDALF,"['grey', 'pilgrim', 'use', 'call', 'three', 'hundr', 'live', 'men', 'walk', 'earth', 'time', 'luck', 'search', 'vain', 'look', 'come', 'first', 'light', 'fifth', 'day', 'dawn', 'look', 'east']",,,,,,,,,
ARAGORN,"['less', 'day', 'ahead', 'us', 'come']",,,,,,,,,
PIPPIN,"['friend', 'sick', 'need', 'water', 'pleas']",,,,,,,,,
EOWYN,"['make', 'lower', 'ground']",,,,,,,,,
DENETHOR,"['shall', 'forget', 'fail', 'reward', 'given', 'fealti', 'love', 'valour', 'honour', 'disloyalti', 'vengeanc', 'think', 'light', 'abandon', 'outer', 'defenc', 'defenc', 'brother', 'long', 'held', 'intact']",,,,,,,,,
GIMLI,['aaaahh'],,,,,,,,,
LEGOLAS,"['friend', 'aragorn']",,,,,,,,,
ARAGORN,"['day', 'belong', 'one', 'man', 'let', 'us', 'togeth', 'rebuild', 'world', 'may', 'share', 'day', 'peac']",,,,,,,,,
MERRY,['pippin'],,,,,,,,,
GIMLI,"['alreadi', 'dead']",,,,,,,,,
ARAGORN,"['edra', 'le', 'men', 'men', 'na', 'guil', 'edwen', 'haer', 'auth', 'n', 'r', 'naeth']",,,,,,,,,
ARWEN,"['frodo', 'f', 'r', 'ae', 'athradon', 'hir', 'tur', 'gwaith', 'nin', 'beriatha', 'hon']",,,,,,,,,
GANDALF,"['ando', 'eldarinwa', 'lasta', 'quettanya', 'fenda', 'casarinwa']",,,,,,,,,
PIPPIN,"['oh', 'yes', 'qualiti', 'establish', 'hear', 'staff', 'good']",,,,,,,,,
ARWEN,['frodo'],,,,,,,,,
FRODO,"['choic', 'trust']",,,,,,,,,
GOLLUM,"['got', 'away', 'precious', 'time', 'time']",,,,,,,,,
ELROND,"['arwen', 'tollen', 'l', 'chair', 'gwannar', 'na', 'valannor', 'si', 'bado', 'c', 'rar']",,,,,,,,,
FRODO,"['frodo', 'frodo']",,,,,,,,,
PIPPIN,"['gandalf', 'gandalf', 'denethor', 'lost', 'mind', 'burn', 'faramir', 'aliv']",,,,,,,,,
FRODO,"['put', 'fool', 'put']",,,,,,,,,
PIPPIN,['yes'],,,,,,,,,
FRODO,"['carri', 'noth']",,,,,,,,,
PIPPIN,['happen'],,,,,,,,,
SAM,"['hard', 'feel', 'forgiv', 'forget']",,,,,,,,,
SAM,"['farmer', 'maggot', 'crop']",,,,,,,,,
ARAGORN,"['let', 'speak', 'put', 'spell', 'us']",,,,,,,,,
MERRY,"['follow', 'run']",,,,,,,,,
GIMLI,"['plenti', 'us', 'may', 'best', 'dwarf', 'win']",,,,,,,,,
PIPPIN,"['sorri', 'alright']",,,,,,,,,
ELROND,"['hand', 'cold', 'life', 'eldar', 'leav']",,,,,,,,,
SAM,"['one', 'home', 'believ']",,,,,,,,,
GANDALF,['silenc'],,,,,,,,,
GOLLUM,['master'],,,,,,,,,
FRODO,"['know', 'sam', 'ring', 'entrust', 'task', 'mine']",,,,,,,,,
THEODEN,"['give', 'volley']",,,,,,,,,
THEODEN,"['fell', 'deed', 'awak', 'wrath', 'ruin', 'red', 'dawn']",,,,,,,,,
ARMY,['death'],,,,,,,,,
GIMLI,"['stand', 'traitor']",,,,,,,,,
ARAGORN,['frodo'],,,,,,,,,
BILBO,"['expect', 'sometim', 'last', 'week', 'matter', 'come', 'go', 'pleas', 'alway', 'done', 'alway']",,,,,,,,,
SAM,"['oh', 'save', 'us', 'old', 'gaffer', 'would', 'thing', 'twoto', 'say', 'could', 'see', 'us']",,,,,,,,,
MERRY,[],,,,,,,,,
FRODO,['gandalf'],,,,,,,,,
MERRY,['come'],,,,,,,,,
MERRY,"['longbottom', 'leaf', 'finest', 'pipe', 'weed', 'south', 'farth']",,,,,,,,,
THEODEN,"['broken', 'castl', 'breach', 'retreat']",,,,,,,,,
GANDALF,"['yes', 'never', 'told', 'worth', 'greater', 'valu', 'shire']",,,,,,,,,
GANDALF,"['oh', 'late', 'peregrin', 'leav', 'citi', 'help', 'must', 'come', 'us']",,,,,,,,,
FREDA,"['want', 'leav', 'want', 'go', 'mama']",,,,,,,,,
FRODO,"['idea', 'still', 'want', 'help', 'sam']",,,,,,,,,
ELROND,"['aragorn', 'surviv', 'waryou', 'still', 'part', 'sauron', 'defeatedand', 'aragorn', 'made', 'king', 'hope', 'forcom', 'true', 'still', 'tasteth', 'bitter', 'mortal']",,,,,,,,,
GOLLUM,"['hurri', 'way']",,,,,,,,,
FRODO,"['go', 'mine']",,,,,,,,,
ARAGORN,"['fangorn', 'forest']",,,,,,,,,
PIPPIN,"['one', 'yes', 'second', 'breakfast']",,,,,,,,,
FRODO,['mordor'],,,,,,,,,
STRIDER,"['stab', 'morgul', 'blade', 'beyond', 'skill', 'heal', 'need', 'elvish', 'medicin']",,,,,,,,,
THEODEN,"['300', 'leagu', 'eomer', 'cannot', 'help', 'us', 'know', 'want', 'bring', 'death', 'peopl', 'risk', 'open', 'war']",,,,,,,,,
FARAMIR,"['ithilien', 'two', 'day', 'ago', 'gandalf', 'take', 'road', 'morgul', 'vale']",,,,,,,,,
SAM,"['hey', 'stinker', 'go', 'gettingtoo', 'far', 'ahead']",,,,,,,,,
MERRY,['never'],,,,,,,,,
SOLDIER,"['follow', 'barricad']",,,,,,,,,
SAM,"['lead', 'us']",,,,,,,,,
FARAMIR,"['quiet', 'across', 'river']",,,,,,,,,
MERRY,"['go', 'leav']",,,,,,,,,
HALDIR,"['dwarf', 'breath', 'loud', 'could', 'shot', 'dark']",,,,,,,,,
FRODO,['come'],,,,,,,,,
GOLLUM,"['hide', 'hide']",,,,,,,,,
STRIDER,"['stout', 'heart', 'littl', 'hobbit', 'save', 'longer', 'wait', 'wizard', 'frodo', 'come']",,,,,,,,,
SAM,['back'],,,,,,,,,
PIPPIN,['steadi'],,,,,,,,,
GIMLI,"['anyon', 'ask', 'opinion', 'note', 'say', 'take', 'long', 'way', 'round', 'gandalf', 'could', 'pass', 'mine', 'moria', 'cousin', 'balin', 'would', 'give', 'us', 'royal', 'welcom']",,,,,,,,,
WITCH KING,"['fail', 'world', 'men', 'fall']",,,,,,,,,
MERRY,[],,,,,,,,,
SAM,[],,,,,,,,,
MERRY,"['understand', 'enemi', 'think', 'ring', 'go', 'look', 'pip', 'get']",,,,,,,,,
THEODEN,"['time', 'war', 'upon', 'us', 'secur', 'gate']",,,,,,,,,
PIPPIN,['mushroom'],,,,,,,,,
LEGOLAS,['game'],,,,,,,,,
SARUMAN,"['free', 'never', 'free']",,,,,,,,,
LEGOLAS,"['star', 'veil', 'someth', 'stir', 'east', 'sleepless', 'malic', 'eye', 'enemi', 'move']",,,,,,,,,
GIMLI,"['warmth', 'blood', 'seem', 'stolen', 'away']",,,,,,,,,
GANDALF,"['end', 'journey', 'end', 'death', 'anoth', 'path', 'one', 'must', 'take', 'grey', 'rain', 'curtain', 'world', 'roll', 'back', 'turn', 'silver', 'glass', 'see']",,,,,,,,,
PIPPIN,"['dead', 'dead', 'dead']",,,,,,,,,
BOROMIR,"['shard', 'narsil', 'blade', 'cut', 'ring', 'sauron', 'hand', 'ah', 'still', 'sharp', 'broken', 'heirloom']",,,,,,,,,
GANDALF,"['silent', 'keep', 'fork', 'tongu', 'behind', 'teeth', 'pass', 'fire', 'death', 'bandi', 'crook', 'word', 'witless', 'worm']",,,,,,,,,
WOMAN,['break'],,,,,,,,,
TREEBEARD,"['break', 'dam', 'releas', 'river']",,,,,,,,,
STRIDER,"['frodo', 'frodo']",,,,,,,,,
GANDALF,"['come', 'tide', 'dark', 'hour', 'counsel']",,,,,,,,,
DENETHOR,"['much', 'must', 'risk', 'war', 'captain', 'still', 'courag', 'lord']",,,,,,,,,
PIPPIN,['merri'],,,,,,,,,
GOLLUM,['way'],,,,,,,,,
PIPPIN,['aragorn'],,,,,,,,,
GIMLI,['oh'],,,,,,,,,
GANDALF,[],,,,,,,,,
GOTHMOG,['kill'],,,,,,,,,
PIPPIN,['hurt'],,,,,,,,,
TREEBEARD,"['tis', 'gather']",,,,,,,,,
FRODO,['yes'],,,,,,,,,
THEODEN,['eomer'],,,,,,,,,
BOROMIR,"['gondor', 'king', 'gondor', 'need', 'king']",,,,,,,,,
EOMER,"['prepar', 'move']",,,,,,,,,
ARAGORN,['aaaaagh'],,,,,,,,,
BOROMIR,['elf'],,,,,,,,,
GANDALF,"['mere', 'chanc', 'thatbrought', 'merri', 'pippin', 'fangorn', 'great', 'power', 'sleep', 'herefor', 'mani', 'long', 'year', 'come', 'merri', 'pippinwil', 'like', 'fall', 'small', 'stone', 'start', 'avalanchein', 'mountain']",,,,,,,,,
GIMLI,"['would', 'stay', 'still']",,,,,,,,,
SOLDIER,"['watch', 'back']",,,,,,,,,
MERRY,['pippin'],,,,,,,,,
GANDALF,"['sent', 'back', 'task', 'done']",,,,,,,,,
SAM,"['mr', 'frodo', 'make', 'fun', 'serious']",,,,,,,,,
PIPPIN,[],,,,,,,,,
GANDALF,"['fenna', 'nogothrim', 'lasto', 'beth', 'lammen']",,,,,,,,,
ORC,"['break', 'break']",,,,,,,,,
PIPPIN,"['imagin', 'ceremoni', 'posit', 'mean', 'actual', 'expect', 'fight']",,,,,,,,,
GANDALF,"['languag', 'mordor', 'utter']",,,,,,,,,
WILDMAN,['fight'],,,,,,,,,
BILBO,"['old', 'tobi', 'finest', 'weed', 'southfarth']",,,,,,,,,
GAMLING,"['fall', 'back']",,,,,,,,,
ARAGORN,"['crawl', 'hand', 'bound']",,,,,,,,,
PIPPIN,['frodo'],,,,,,,,,
SAM,['someth'],,,,,,,,,
ARAGORN,['gandalf'],,,,,,,,,
CHILDREN HOBBITS,"['firework', 'gandalf', 'gandalf', 'firework', 'gandalf']",,,,,,,,,
LEGOLAS,"['fell', 'voic', 'air']",,,,,,,,,
GIMLI,"['oh', 'right', 'warn', 'prepar', 'board']",,,,,,,,,
SOLDIER,"['hail', 'sire']",,,,,,,,,
DENETHOR,"['danger', 'know', 'ever', 'ring', 'seek', 'corrupt', 'heart', 'lesser', 'men', 'strong', 'need', 'great', 'blood', 'spill', 'peopl', 'die', 'sauron', 'bide', 'time', 'mass', 'fresh', 'armi', 'return', 'powerless', 'stop', 'must', 'go', 'bring', 'back', 'mighti', 'gift']",,,,,,,,,
FARAMIR,['would'],,,,,,,,,
ARAGORN,['pippin'],,,,,,,,,
MERRY,['deeeeaaath'],,,,,,,,,
FRODO,"['yes', 'part']",,,,,,,,,
ARAGORN,"['men', 'south', 'welcom']",,,,,,,,,
GANDALF,"['oh', 'quit', 'simpl', 'friend', 'speak', 'password', 'door', 'open', 'annon', 'edhellen', 'edro', 'hi', 'ammen']",,,,,,,,,
SAM,"['six', 'day', 'rivendel', 'never', 'make']",,,,,,,,,
ARWEN,['fade'],,,,,,,,,
ARAGORN,['pull'],,,,,,,,,
SAM,[],,,,,,,,,
SAM,"['mr', 'frodo', 'right']",,,,,,,,,
MERRY,[],,,,,,,,,
FARAMIR,"['horn', 'wash', 'upon', 'riverbank', 'six', 'day', 'past', 'cloven', 'two', 'know', 'heart', 'brother']",,,,,,,,,
FRODO,"['mayb', 'deserv', 'die', 'see', 'piti']",,,,,,,,,
SOLDIER,"['throw', 'anoth', 'one']",,,,,,,,,
GOLLUM,"['pull', 'go', 'go', 'go', 'pull']",,,,,,,,,
SAM,"['come', 'faster']",,,,,,,,,
GIMLI,"['hit', 'anyth']",,,,,,,,,
EOWYN,"['leav', 'alon', 'snake']",,,,,,,,,
SAM,"['see', 'bottom']",,,,,,,,,
LEGOLAS,['orc'],,,,,,,,,
GOLLUM,"['see', 'lie', 'aheadwhen', 'sun', 'fail', 'moon', 'dead']",,,,,,,,,
ELROND,['arwen'],,,,,,,,,
SAM,['aaaaaaaaahhhhhhhhhh'],,,,,,,,,
MERRY,['pippin'],,,,,,,,,
EOMER,"['look', 'friend', 'trust', 'hope', 'forsaken', 'land', 'ride', 'north']",,,,,,,,,
BILBO,"['well', 'yes', 'b', 'b', 'b', 'that', 'point', 'point', 'frodo', 'alright']",,,,,,,,,
TREEBEARD,"['leav', 'western', 'border', 'forest', 'make', 'way', 'north', 'homeland']",,,,,,,,,
GIMLI,"['well', 'lad', 'whatev', 'luck', 'live', 'let', 'hope', 'last', 'night']",,,,,,,,,
FRODO,['sam'],,,,,,,,,
EOMER,"['grow', 'nervous', 'shadow', 'mountain']",,,,,,,,,
FRODO,['sam'],,,,,,,,,
BILBO,"['yes', 'yes', 'made', 'elv', 'know', 'blade', 'glow', 'blue', 'orc', 'close', 'time', 'like', 'lad', 'extra', 'care', 'pretti', 'thing', 'mithril', 'light', 'feather', 'hard', 'dragon', 'scale', 'let', 'see', 'put', 'go']",,,,,,,,,
PIPPIN,"['youwhen', 'live', 'long', 'ent', 'children']",,,,,,,,,
GIMLI,"['pointi', 'ear', 'outscor']",,,,,,,,,
GOLLUM,"['eat', 'tasti', 'tri', 'choke', 'us', 'eat', 'hobbit', 'food', 'must', 'starv']",,,,,,,,,
ARAGORN,['hide'],,,,,,,,,
GIMLI,['go'],,,,,,,,,
SHAGRAT,"['fellow', 'dead']",,,,,,,,,
MERRY,"['eat', 'get', 'hobbit']",,,,,,,,,
GIMLI,"['stay', 'close', 'young', 'hobbit']",,,,,,,,,
SAM,"['fellow', 'done', 'noth', 'stare', 'sinc', 'arriv']",,,,,,,,,
EOMER,"['cannot', 'achiev', 'victori', 'strength', 'arm']",,,,,,,,,
GOLLUM,"['say', 'precious', 'love', 'smeagol', 'lose', 'nerv']",,,,,,,,,
FRODO,['aagh'],,,,,,,,,
GIMLI,"['orc', 'blood']",,,,,,,,,
SAM,"['beg', 'pardon']",,,,,,,,,
FRODO,"['take', 'us']",,,,,,,,,
GANDALF,"['told', 'sauron', 'noth', 'frodo', 'ring', 'strang', 'fortun', 'pippin', 'saw', 'palantir', 'glimps', 'enemi', 'plan', 'sauron', 'move', 'strike', 'citi', 'mina', 'tirith']",,,,,,,,,
GRIMA,"['lord', 'gandalf', 'grey', 'come', 'herald', 'woe']",,,,,,,,,
GIMLI,"['flee', 'mountain', 'stand', 'fight', 'defend', 'king']",,,,,,,,,
GOLLUM,"['filthi', 'littl', 'hobbits', 'stole', 'us']",,,,,,,,,
GANDALF,['left'],,,,,,,,,
ARAGORN,[],,,,,,,,,
FRODO,['trust'],,,,,,,,,
MERRY,"['orc', 'hobbit']",,,,,,,,,
EYE OF SAURON,"['aragorn', 'elessar']",,,,,,,,,
PIPPIN,['starv'],,,,,,,,,
GOLLUM,"['quick', 'quick', 'see', 'see']",,,,,,,,,
MERRY,['hold'],,,,,,,,,
MERRY,[],,,,,,,,,
THEODEN,"['grima', 'need', 'follow', 'alway', 'man', 'rohan', 'come']",,,,,,,,,
ARAGORN,"['hold', 'dear', 'good', 'earth', 'bid', 'stand', 'men', 'west']",,,,,,,,,
FARAMIR,"['go', 'frodo', 'go', 'goodwil', 'men']",,,,,,,,,
THEODEN,"['gondor', 'gondor', 'westfold', 'fell', 'gondor', 'enemi', 'close', 'around', 'us', 'gon', 'lord', 'aragorn', 'alon', 'get', 'women', 'children', 'cave']",,,,,,,,,
TREEBEARD,"['die', 'lost', 'cannot', 'find', 'suppos', 'seen', 'entwiv', 'shire']",,,,,,,,,
GIMLI,"['heh', 'heh', 'heh', 'heh', 'raaar', 'dwarv', 'go', 'swim', 'littl', 'hairi', 'women', 'haha']",,,,,,,,,
GAMLING,"['cannot', 'fight', 'lord', 'women', 'children']",,,,,,,,,
GANDALF,"['stay', 'mad']",,,,,,,,,
SOLDIER,"['happen', 'go', 'understand', 'lord', 'aragorn', 'leav', 'eve', 'battl']",,,,,,,,,
GOLLUM,['master'],,,,,,,,,
PIPPIN,"['think', 'strength', 'differ', 'kind', 'one', 'day', 'father', 'see']",,,,,,,,,
BILBO,"['oh', 'right', 'mind']",,,,,,,,,
THEODEN,"['left', 'aloneto', 'tend', 'king', 'grow', 'fear', 'doom', 'wait', 'upon', 'old', 'manwho', 'love', 'father']",,,,,,,,,
MERRY,"['say', 'pip']",,,,,,,,,
SAM,[],,,,,,,,,
HALDIR,"['bring', 'great', 'evil', 'go']",,,,,,,,,
GANDALF,"['oh', 'useless']",,,,,,,,,
MERRY,['frodo'],,,,,,,,,
FARAMIR,['news'],,,,,,,,,
SAM,"['lose', 'samwis', 'gamge', 'mean']",,,,,,,,,
GOLLUM,"['care', 'master', 'care', 'far', 'fall', 'danger', 'stair']",,,,,,,,,
GOLLUM,"['must', 'go']",,,,,,,,,
FRODO,"['sauron', 'enemi', 'free', 'peopl', 'middl', 'earth', 'defeat', 'ring', 'pass', 'isildur', 'one', 'chanc', 'destroy', 'evil', 'forev', 'heart', 'men', 'easili', 'corrupt', 'ring', 'power']",,,,,,,,,
THEODEN,"['forth', 'eorlinga']",,,,,,,,,
FRODO,"['know', 'someth']",,,,,,,,,
MERRY,"['suppos', 'stick', 'ground']",,,,,,,,,
ARAGORN,"['get', 'back', 'stay', 'close', 'gandalf']",,,,,,,,,
ARAGORN,"['ran', 'follow']",,,,,,,,,
GOTHMOG,"['grond', 'breach', 'bring', 'wolf', 'head']",,,,,,,,,
SAM,"['fine', 'way', 'sorri', 'wake', 'mr', 'frodo', 'move']",,,,,,,,,
SAM,['athela'],,,,,,,,,
GIMLI,"['might', 'well', 'accept', 'go', 'laddi', 'aragorn', 'smile']",,,,,,,,,
GOLLUM,['call'],,,,,,,,,
LEGOLAS,"['come', 'gim']",,,,,,,,,
ARAGORN,"['draw', 'sauron', 'armi', 'empti', 'land', 'gather', 'full', 'strength', 'march', 'black', 'gate']",,,,,,,,,
MERRY,"['thank', 'win']",,,,,,,,,
FRODO,"['true', 'word']",,,,,,,,,
SARUMAN,"['forest', 'fangorn', 'doorstep', 'burn']",,,,,,,,,
FRODO,"['harbour', 'bilbo', 'elv', 'accord', 'special', 'honour', 'place', 'last', 'ship', 'leav', 'middl', 'earth']",,,,,,,,,
PIPPIN,['run'],,,,,,,,,
TREEBEARD,"['treebeard', 'call']",,,,,,,,,
SAM,"['go', 'wait', 'come']",,,,,,,,,
ORCS,"['grond', 'grond', 'grond', 'grond', 'grond']",,,,,,,,,
PIPPIN,"['get', 'one']",,,,,,,,,
BOROMIR,"['one', 'ring', 'lsildur', 'bane']",,,,,,,,,
MERRY,[],,,,,,,,,
GOLLUM,"['cours', 'told', 'tricksi', 'told', 'fals']",,,,,,,,,
ARAGORN,"['thank', 'good']",,,,,,,,,
TREEBEARD,"['ent', 'troubl', 'war', 'men', 'wizard', 'long', 'time', 'someth', 'happen', 'happen', 'age', 'entmoot']",,,,,,,,,
EOWYN,"['smithi', 'go']",,,,,,,,,
ARAGORN,"['pull', 'back', 'pull', 'back']",,,,,,,,,
MERRY,['saruman'],,,,,,,,,
SAM,"['shut', 'go', 'away', 'get']",,,,,,,,,
SAM,"['mr', 'frodo']",,,,,,,,,
GANDALF,"['look', 'see']",,,,,,,,,
LEGOLAS,['aragorn'],,,,,,,,,
FRODO,"['good', 'night', 'sam']",,,,,,,,,
GOTHMOG,['fire'],,,,,,,,,
SAM,"['go', 'way', 'straight', 'point', 'carri', 'anyth', 'sure', 'need']",,,,,,,,,
SAM,"['horrid', 'stink', 'warrant', 'nasti', 'bog', 'nearbi', 'smell']",,,,,,,,,
ARAGORN,"['ribe', 'bant']",,,,,,,,,
GANDALF,"['sauron', 'suspect', 'trap', 'take', 'bait']",,,,,,,,,
GIMLI,"['still', 'count', 'one']",,,,,,,,,
GIMLI,"['never', 'thought', 'die', 'fight', 'side', 'side', 'elf']",,,,,,,,,
GOLLUM,"['take', 'us']",,,,,,,,,
HAMA,"['hail', 'theoden', 'king']",,,,,,,,,
EOWYN,['time'],,,,,,,,,
GANDALF,"['come', 'day', 'king', 'may', 'bless']",,,,,,,,,
FARAMIR,"['enter', 'forbidden', 'pool', 'bear', 'penalti', 'death', 'wait', 'command', 'shall', 'shoot']",,,,,,,,,
EOMER,"['hour', 'rider', 'rohan', 'oath', 'taken', 'fulfil', 'lord', 'land', 'hah']",,,,,,,,,
FRODO,[],,,,,,,,,
GOLLUM,"['nice', 'love', 'hunger', 'sweeter', 'meat', 'hobbit', 'meat', 'throw', 'away', 'bone', 'empti', 'cloth', 'find']",,,,,,,,,
ARAGORN,"['sauron', 'ring', 'would', 'know']",,,,,,,,,
GIMLI,['mine'],,,,,,,,,
SAM,['ow'],,,,,,,,,
MERRY,"['right', 'buckleburi', 'ferri', 'follow']",,,,,,,,,
ARAGORN,"['rohan', 'peopl']",,,,,,,,,
FRODO,[],,,,,,,,,
FRODO,['someth'],,,,,,,,,
PIPPIN,"['run', 'frodo']",,,,,,,,,
THEODEN,"['pull', 'everybodi', 'back', 'pull', 'back']",,,,,,,,,
FRODO,['aagh'],,,,,,,,,
SARUMAN,"['want', 'arm', 'readi', 'marchwithin', 'two', 'week']",,,,,,,,,
GOLLUM,"['ash', 'dust', 'thirst', 'isand', 'pit', 'pit', 'pit', 'orcs', 'thousand', 'orcs', 'alway', 'great', 'eye', 'watch', 'watch']",,,,,,,,,
FRODO,['must'],,,,,,,,,
MERRY,[],,,,,,,,,
ARAGORN,['wait'],,,,,,,,,
GOLLUM,"['wick', 'men', 'servant', 'sauron', 'call', 'mordor', 'dark', 'one', 'gather', 'armiesto', 'long', 'soon', 'readi']",,,,,,,,,
PIPPIN,['merri'],,,,,,,,,
ARAGORN,"['eighti', 'seven']",,,,,,,,,
FARAMIR,"['judg', 'right']",,,,,,,,,
BOROMIR,"['rememb', 'today', 'littl', 'brother', 'today', 'life', 'good']",,,,,,,,,
BILBO,"['hous', 'never', 'forgiven', 'live', 'long', 'got', 'get', 'away', 'confound', 'relat', 'hang', 'bell', 'day', 'never', 'give', 'moment', 'peac', 'want', 'see', 'mountain', 'mountain', 'gandalf', 'find', 'somewher', 'quiet', 'finish', 'book', 'oh', 'tea']",,,,,,,,,
GOLLUM,['precious'],,,,,,,,,
SAM,['mean'],,,,,,,,,
GANDALF,"['cannot', 'pass']",,,,,,,,,
STRIDER,['frighten'],,,,,,,,,
FRODO,[],,,,,,,,,
PIPPIN,"['make', 'nois']",,,,,,,,,
EOMER,"['ambush', 'orc', 'defend', 'countrysaruman', 'take', 'forc']",,,,,,,,,
FARAMIR,"['lf', 'need', 'go', 'rivendel', 'send', 'stead']",,,,,,,,,
FRODO,['call'],,,,,,,,,
SAM,"['see', 'mr', 'frodo', 'luck', 'last']",,,,,,,,,
GOLLUM,"['yes', 'stair']",,,,,,,,,
TREEBEARD,"['lost', 'entwiv']",,,,,,,,,
GANDALF,"['send', 'foul', 'beast', 'abyss']",,,,,,,,,
PIPPIN,['stretch'],,,,,,,,,
GANDALF,"['sauron', 'wrath', 'terribl', 'retribut', 'swift']",,,,,,,,,
MAN,"['way', 'watch', 'walk']",,,,,,,,,
EOWYN,"['word', 'poison']",,,,,,,,,
SARUMAN,"['new', 'power', 'rise', 'victori', 'hand']",,,,,,,,,
ORC,"['come', 'come']",,,,,,,,,
SAM,"['mr', 'frodo']",,,,,,,,,
ARAGORN,"['send', 'rider', 'lord', 'must', 'call', 'aid']",,,,,,,,,
